PassengerId,HomePlanet,CryoSleep,Cabin,Destination
0136_01,Earth,False,G/23/S,PSO J318.5-22
0138_01,Earth,True,G/18/P,TRAPPIST-1e
0138_02,Earth,False,E/5/P,
0139_01,Europa,True,C/6/S,55 Cancri e
0140_01,Earth,True,G/19/P,TRAPPIST-1e
0140_02,Earth,False,F/29/P,TRAPPIST-1e
0141_01,Mars,False,F/30/P,TRAPPIST-1e
0144_01,Earth,False,F/31/S,TRAPPIST-1e
0146_01,Earth,False,G/25/S,TRAPPIST-1e
0147_01,Earth,True,G/26/S,TRAPPIST-1e
0148_01,Mars,False,F/31/P,TRAPPIST-1e
0149_01,Earth,True,G/27/S,55 Cancri e
0151_01,Earth,True,G/20/P,55 Cancri e
0152_01,Earth,False,F/32/P,
0160_01,Earth,False,G/22/P,TRAPPIST-1e
0163_01,Europa,True,B/8/P,TRAPPIST-1e
0163_02,Europa,True,B/8/P,TRAPPIST-1e
0164_01,Earth,False,G/28/S,TRAPPIST-1e
0164_02,Earth,True,G/28/S,PSO J318.5-22
0165_01,Mars,True,F/37/P,TRAPPIST-1e
0167_01,Mars,True,F/35/S,TRAPPIST-1e
0167_02,Mars,False,F/35/S,TRAPPIST-1e
0169_01,Earth,True,G/23/P,TRAPPIST-1e
0170_01,Earth,False,E/10/S,TRAPPIST-1e
0171_01,Earth,True,G/30/S,PSO J318.5-22
0172_01,Earth,True,G/24/P,TRAPPIST-1e
0173_01,Earth,,E/11/S,TRAPPIST-1e
0174_01,Earth,False,F/38/P,55 Cancri e
0177_01,Europa,False,B/2/S,TRAPPIST-1e
0178_01,Mars,False,D/6/S,TRAPPIST-1e
0179_01,Earth,False,G/26/P,TRAPPIST-1e
0179_02,Earth,False,G/26/P,TRAPPIST-1e
0179_03,Earth,False,G/26/P,TRAPPIST-1e
0181_01,Earth,False,G/27/P,TRAPPIST-1e
0182_01,Europa,True,C/3/P,TRAPPIST-1e
0183_01,Earth,False,F/36/S,TRAPPIST-1e
0186_01,Earth,False,G/28/P,TRAPPIST-1e
0188_01,Earth,True,G/31/S,TRAPPIST-1e
0189_01,Earth,False,E/8/P,55 Cancri e
0190_01,Earth,True,G/32/S,55 Cancri e
0192_01,Earth,True,G/29/P,TRAPPIST-1e
0192_02,Earth,False,G/29/P,TRAPPIST-1e
0192_03,Earth,False,G/29/P,TRAPPIST-1e
0193_01,Mars,True,F/41/P,TRAPPIST-1e
0193_02,Mars,False,F/41/P,TRAPPIST-1e
0193_03,Mars,False,F/41/P,TRAPPIST-1e
0195_01,Mars,False,F/42/P,TRAPPIST-1e
0196_01,Mars,False,D/5/P,PSO J318.5-22
0197_01,Europa,False,C/5/P,TRAPPIST-1e
0198_01,Earth,,G/30/P,PSO J318.5-22
0199_01,Earth,True,G/33/S,TRAPPIST-1e
0200_01,Earth,True,G/31/P,TRAPPIST-1e
0201_01,Europa,True,B/3/S,TRAPPIST-1e
0201_02,Europa,True,B/3/S,TRAPPIST-1e
0202_01,Europa,True,B/9/P,55 Cancri e
0202_02,Europa,False,A/2/P,55 Cancri e
0203_01,Europa,True,C/8/S,TRAPPIST-1e
0205_01,Earth,False,G/34/S,TRAPPIST-1e
0206_01,Europa,False,C/9/S,55 Cancri e
0207_01,Earth,True,G/32/P,PSO J318.5-22
0210_01,,True,D/6/P,55 Cancri e
0211_01,Mars,False,F/44/P,TRAPPIST-1e
0211_02,Mars,True,F/44/P,TRAPPIST-1e
0211_03,Mars,False,F/44/P,TRAPPIST-1e
0212_01,Earth,False,E/9/P,TRAPPIST-1e
0212_02,Earth,False,F/45/P,TRAPPIST-1e
0213_01,Earth,False,F/46/P,TRAPPIST-1e
0216_01,Earth,False,F/40/S,55 Cancri e
0217_01,Earth,False,F/47/P,TRAPPIST-1e
0219_01,Earth,True,G/36/P,TRAPPIST-1e
0220_01,Earth,True,G/37/P,TRAPPIST-1e
0220_02,Earth,False,G/37/P,TRAPPIST-1e
0220_03,Earth,True,G/37/P,TRAPPIST-1e
0220_04,Earth,False,E/10/P,TRAPPIST-1e
0220_05,Earth,False,F/48/P,TRAPPIST-1e
0220_06,Earth,False,G/37/P,55 Cancri e
0220_07,Earth,True,G/37/P,TRAPPIST-1e
0221_01,Mars,False,E/13/S,55 Cancri e
0221_02,Mars,False,E/13/S,TRAPPIST-1e
0221_03,Mars,False,E/13/S,TRAPPIST-1e
0221_04,Mars,True,E/13/S,TRAPPIST-1e
0221_05,Mars,False,E/13/S,TRAPPIST-1e
0221_06,Mars,False,E/13/S,TRAPPIST-1e
0221_07,Mars,True,E/13/S,TRAPPIST-1e
0222_01,Mars,False,F/41/S,TRAPPIST-1e
0222_02,Mars,True,F/41/S,TRAPPIST-1e
0222_03,Mars,True,E/14/S,TRAPPIST-1e
0223_01,Earth,False,G/35/S,TRAPPIST-1e
0224_01,Mars,False,F/42/S,TRAPPIST-1e
0225_01,Earth,True,G/38/P,PSO J318.5-22
0229_01,Earth,False,F/43/S,TRAPPIST-1e
0231_01,Mars,False,F/44/S,TRAPPIST-1e
0232_01,Earth,True,G/36/S,PSO J318.5-22
0233_01,Mars,False,F/45/S,TRAPPIST-1e
0234_01,Earth,False,F/50/P,TRAPPIST-1e
0237_01,Europa,True,B/11/P,TRAPPIST-1e
0239_01,Mars,False,,TRAPPIST-1e
0240_01,Mars,True,F/52/P,TRAPPIST-1e
0241_01,Europa,,E/11/P,55 Cancri e
0242_01,,False,F/46/S,TRAPPIST-1e
0243_01,Earth,True,G/37/S,TRAPPIST-1e
0244_01,Mars,True,,TRAPPIST-1e
0244_02,Mars,True,F/47/S,55 Cancri e
0245_01,Europa,False,C/6/P,55 Cancri e
0245_02,Europa,False,C/6/P,TRAPPIST-1e
0246_01,Mars,False,D/8/P,TRAPPIST-1e
0248_01,Europa,False,C/10/S,TRAPPIST-1e
0250_01,Earth,True,G/38/S,PSO J318.5-22
0251_01,,True,C/11/S,55 Cancri e
0252_01,Earth,False,F/53/P,TRAPPIST-1e
0253_01,Earth,False,G/42/P,TRAPPIST-1e
0254_01,Earth,False,F/54/P,TRAPPIST-1e
0255_01,Europa,True,A/3/S,TRAPPIST-1e
0257_01,Mars,False,F/49/S,55 Cancri e
0257_02,Mars,True,F/49/S,TRAPPIST-1e
0258_01,Earth,False,F/50/S,TRAPPIST-1e
0260_01,Europa,False,E/16/S,TRAPPIST-1e
0261_01,Earth,False,F/56/P,TRAPPIST-1e
0263_01,Earth,True,G/43/P,TRAPPIST-1e
0265_01,Europa,True,D/8/S,TRAPPIST-1e
0267_01,Earth,False,F/51/S,TRAPPIST-1e
0269_01,Earth,False,F/52/S,55 Cancri e
0270_01,Earth,False,F/59/P,TRAPPIST-1e
0275_01,Europa,True,D/9/S,55 Cancri e
0277_01,Earth,False,F/61/P,55 Cancri e
0278_01,Earth,False,,TRAPPIST-1e
0278_02,Earth,False,G/45/P,TRAPPIST-1e
0281_01,Earth,False,F/63/P,TRAPPIST-1e
0282_01,Earth,False,F/54/S,TRAPPIST-1e
0283_01,Earth,True,G/46/P,PSO J318.5-22
0283_02,Earth,False,F/64/P,TRAPPIST-1e
0285_01,Europa,True,E/16/P,TRAPPIST-1e
0285_02,Europa,True,E/16/P,55 Cancri e
0286_01,Earth,False,F/65/P,55 Cancri e
0287_01,Europa,True,,55 Cancri e
0287_02,Europa,False,B/12/P,TRAPPIST-1e
0288_01,Earth,False,F/55/S,55 Cancri e
0289_01,Europa,True,C/12/S,55 Cancri e
0290_01,Europa,False,B/7/S,55 Cancri e
0290_02,Europa,True,B/7/S,TRAPPIST-1e
0290_03,Europa,,B/7/S,TRAPPIST-1e
0290_04,Europa,False,B/7/S,55 Cancri e
0291_01,Europa,False,D/10/S,TRAPPIST-1e
0294_01,Europa,True,B/8/S,TRAPPIST-1e
0297_01,Earth,False,G/47/P,TRAPPIST-1e
0298_01,Europa,True,A/3/P,55 Cancri e
0301_01,Earth,True,,TRAPPIST-1e
0302_01,Earth,False,F/67/P,TRAPPIST-1e
0303_01,,True,G/41/S,TRAPPIST-1e
0304_01,Europa,False,E/18/S,TRAPPIST-1e
0305_01,Europa,False,C/7/P,55 Cancri e
0306_01,Earth,False,E/19/S,TRAPPIST-1e
0307_01,Earth,False,F/59/S,TRAPPIST-1e
0309_01,Earth,False,F/60/S,TRAPPIST-1e
0310_01,Europa,False,,TRAPPIST-1e
0313_01,Earth,False,F/68/P,PSO J318.5-22
0313_02,Earth,True,G/50/P,55 Cancri e
0313_03,Earth,False,F/68/P,55 Cancri e
0313_04,Earth,False,G/50/P,55 Cancri e
0314_01,Earth,False,G/51/P,55 Cancri e
0315_01,,True,G/42/S,PSO J318.5-22
0316_01,Europa,False,B/9/S,TRAPPIST-1e
0316_02,Europa,True,B/9/S,TRAPPIST-1e
0320_01,Earth,False,G/44/S,TRAPPIST-1e
0320_02,Earth,False,G/44/S,TRAPPIST-1e
0321_01,,False,F/61/S,TRAPPIST-1e
0322_01,Earth,True,G/45/S,PSO J318.5-22
0324_01,Earth,True,G/53/P,55 Cancri e
0326_01,Earth,True,G/47/S,TRAPPIST-1e
0327_01,Earth,False,,TRAPPIST-1e
0330_01,Europa,False,C/14/S,TRAPPIST-1e
0330_02,Europa,False,C/14/S,TRAPPIST-1e
0330_03,Europa,False,C/14/S,TRAPPIST-1e
0331_01,Earth,False,F/72/P,TRAPPIST-1e
0333_01,Mars,True,F/73/P,55 Cancri e
0334_01,Mars,False,F/62/S,TRAPPIST-1e
0336_01,Earth,False,F/74/P,TRAPPIST-1e
0337_01,Mars,True,F/63/S,55 Cancri e
0337_02,Mars,False,F/63/S,TRAPPIST-1e
0337_03,Mars,False,F/63/S,55 Cancri e
0338_01,Earth,True,G/48/S,TRAPPIST-1e
0340_01,Europa,True,B/10/S,55 Cancri e
0341_01,Earth,True,G/57/P,PSO J318.5-22
0343_01,Earth,False,F/76/P,PSO J318.5-22
0345_01,Mars,True,E/21/S,TRAPPIST-1e
0346_01,Earth,True,G/59/P,55 Cancri e
0347_01,Mars,False,F/64/S,TRAPPIST-1e
0348_01,Mars,False,D/12/P,TRAPPIST-1e
0348_02,Mars,,,TRAPPIST-1e
0350_01,Earth,True,G/60/P,PSO J318.5-22
0352_01,Mars,False,F/78/P,TRAPPIST-1e
0355_01,Earth,True,,TRAPPIST-1e
0356_01,Europa,True,B/15/P,55 Cancri e
0357_01,Earth,False,F/65/S,TRAPPIST-1e
0358_01,Earth,True,G/50/S,TRAPPIST-1e
0358_02,Earth,True,G/50/S,PSO J318.5-22
0359_01,Earth,False,F/66/S,PSO J318.5-22
0360_01,Earth,False,F/67/S,TRAPPIST-1e
0361_01,Earth,False,F/68/S,55 Cancri e
0365_01,Earth,False,G/51/S,55 Cancri e
0368_01,Mars,False,F/82/P,TRAPPIST-1e
0368_02,Mars,True,F/82/P,TRAPPIST-1e
0369_01,Earth,False,G/53/S,TRAPPIST-1e
0370_01,Earth,False,F/83/P,TRAPPIST-1e
0371_01,Mars,True,F/84/P,TRAPPIST-1e
0372_01,Earth,False,F/85/P,TRAPPIST-1e
0373_01,Earth,True,G/62/P,TRAPPIST-1e
0375_01,Earth,False,E/22/P,TRAPPIST-1e
0376_01,Earth,False,G/54/S,TRAPPIST-1e
0377_01,Europa,False,C/15/S,55 Cancri e
0378_01,Europa,False,B/11/S,55 Cancri e
0378_02,Europa,True,B/11/S,55 Cancri e
0378_03,Europa,False,B/11/S,TRAPPIST-1e
0378_04,Europa,True,B/11/S,TRAPPIST-1e
0378_05,Europa,True,B/11/S,TRAPPIST-1e
0378_06,Europa,False,B/11/S,TRAPPIST-1e
0378_07,Europa,True,B/11/S,TRAPPIST-1e
0379_01,Earth,False,G/63/P,TRAPPIST-1e
0380_01,Europa,True,,55 Cancri e
0381_01,Europa,True,B/16/P,55 Cancri e
0381_02,Europa,True,B/16/P,55 Cancri e
0382_01,,False,G/64/P,
0383_01,Earth,False,G/55/S,TRAPPIST-1e
0383_02,Earth,True,G/55/S,PSO J318.5-22
0384_01,Earth,False,G/56/S,55 Cancri e
0384_02,Earth,False,G/56/S,TRAPPIST-1e
0385_01,Earth,False,G/65/P,TRAPPIST-1e
0387_01,Earth,True,G/66/P,TRAPPIST-1e
0388_01,Earth,True,G/57/S,TRAPPIST-1e
0389_01,Earth,False,E/23/P,TRAPPIST-1e
0391_01,Europa,False,C/9/P,PSO J318.5-22
0392_01,Earth,False,E/24/P,TRAPPIST-1e
0395_01,Europa,False,B/17/P,55 Cancri e
0395_02,Europa,False,B/17/P,55 Cancri e
0396_01,Earth,True,G/59/S,TRAPPIST-1e
0397_01,Mars,True,F/69/S,TRAPPIST-1e
0398_01,Mars,False,D/13/S,TRAPPIST-1e
0401_01,Mars,False,D/14/S,TRAPPIST-1e
0401_02,Mars,False,D/14/S,TRAPPIST-1e
0402_01,,True,D/15/S,55 Cancri e
0403_01,Mars,False,D/13/P,TRAPPIST-1e
0405_01,Earth,False,F/89/P,55 Cancri e
0407_01,Earth,False,G/69/P,TRAPPIST-1e
0407_02,Earth,False,F/90/P,TRAPPIST-1e
0407_03,Earth,True,G/69/P,TRAPPIST-1e
0408_01,Mars,False,E/25/P,TRAPPIST-1e
0409_01,Mars,False,F/71/S,TRAPPIST-1e
0410_01,Earth,False,F/72/S,55 Cancri e
0411_01,Earth,False,F/91/P,TRAPPIST-1e
0412_01,Europa,False,C/11/P,TRAPPIST-1e
0413_01,Earth,False,F/92/P,TRAPPIST-1e
0415_01,Earth,True,G/60/S,TRAPPIST-1e
0417_01,Europa,True,B/18/P,55 Cancri e
0417_02,Europa,False,B/18/P,55 Cancri e
0417_03,Europa,True,B/18/P,TRAPPIST-1e
0423_01,Europa,False,B/19/P,TRAPPIST-1e
0425_01,Mars,False,F/96/P,TRAPPIST-1e
0425_02,Mars,True,F/96/P,TRAPPIST-1e
0425_03,Mars,True,F/96/P,TRAPPIST-1e
0427_01,Europa,False,E/26/P,TRAPPIST-1e
0428_01,Europa,False,C/16/S,TRAPPIST-1e
0429_01,Europa,False,A/5/S,55 Cancri e
0429_02,Europa,True,A/5/S,55 Cancri e
0430_01,Earth,False,F/75/S,TRAPPIST-1e
0431_01,Mars,True,F/97/P,TRAPPIST-1e
0432_01,Mars,False,F/76/S,TRAPPIST-1e
0433_01,Europa,,B/20/P,55 Cancri e
0433_02,Europa,False,B/20/P,TRAPPIST-1e
0434_01,Mars,True,F/77/S,TRAPPIST-1e
0435_01,Earth,True,G/62/S,TRAPPIST-1e
0436_01,Earth,False,G/63/S,55 Cancri e
0436_02,Earth,False,G/63/S,PSO J318.5-22
0437_01,Earth,False,F/78/S,TRAPPIST-1e
0437_02,Earth,False,F/78/S,PSO J318.5-22
0438_01,Europa,True,B/13/S,TRAPPIST-1e
0439_01,Europa,False,C/13/P,55 Cancri e
0441_01,Earth,False,F/79/S,55 Cancri e
0442_01,Earth,False,F/98/P,TRAPPIST-1e
0444_01,Mars,False,D/15/P,TRAPPIST-1e
0444_02,,False,F/99/P,TRAPPIST-1e
0445_01,Earth,False,F/80/S,TRAPPIST-1e
0445_02,,False,E/25/S,TRAPPIST-1e
0446_01,Europa,True,B/21/P,55 Cancri e
0447_01,Earth,False,F/81/S,TRAPPIST-1e
0448_01,Earth,False,E/27/P,TRAPPIST-1e
0448_02,Earth,True,G/71/P,PSO J318.5-22
0449_01,Earth,True,G/64/S,TRAPPIST-1e
0452_01,Mars,True,E/26/S,TRAPPIST-1e
0453_01,Europa,True,B/14/S,TRAPPIST-1e
0453_02,Europa,True,,55 Cancri e
0453_03,Europa,True,B/14/S,TRAPPIST-1e
0454_01,Europa,,B/15/S,55 Cancri e
0454_02,Europa,True,B/15/S,TRAPPIST-1e
0454_03,Europa,True,B/15/S,TRAPPIST-1e
0456_01,Earth,False,F/83/S,TRAPPIST-1e
0457_01,Earth,False,G/72/P,PSO J318.5-22
0457_02,Earth,True,G/72/P,TRAPPIST-1e
0457_03,Earth,False,G/72/P,TRAPPIST-1e
0458_01,Europa,True,D/16/S,55 Cancri e
0459_01,Earth,False,F/84/S,TRAPPIST-1e
0460_01,Earth,True,G/65/S,PSO J318.5-22
0461_01,Earth,False,E/27/S,PSO J318.5-22
0461_02,Earth,False,F/85/S,TRAPPIST-1e
0461_03,Earth,False,G/66/S,55 Cancri e
0462_01,Earth,True,G/67/S,
0463_01,Mars,False,F/100/P,TRAPPIST-1e
0463_02,Mars,False,F/100/P,TRAPPIST-1e
0465_01,Earth,False,E/28/P,TRAPPIST-1e
0465_02,Earth,False,E/28/P,TRAPPIST-1e
0466_01,Earth,False,F/101/P,TRAPPIST-1e
0468_01,Earth,True,,TRAPPIST-1e
0470_01,Mars,True,F/86/S,55 Cancri e
0470_02,,True,F/86/S,TRAPPIST-1e
0471_01,Europa,False,B/22/P,TRAPPIST-1e
0471_02,Europa,False,B/22/P,55 Cancri e
0472_01,Earth,False,F/87/S,PSO J318.5-22
0474_01,Earth,True,G/69/S,55 Cancri e
0475_01,Earth,False,E/29/P,TRAPPIST-1e
0476_01,Mars,False,F/103/P,PSO J318.5-22
0476_02,Mars,True,F/103/P,TRAPPIST-1e
0476_03,Mars,True,F/103/P,TRAPPIST-1e
0477_01,Earth,False,E/30/P,TRAPPIST-1e
0480_01,Earth,False,G/74/P,TRAPPIST-1e
0481_01,Earth,True,G/70/S,TRAPPIST-1e
0482_01,Earth,False,E/28/S,TRAPPIST-1e
0482_02,Earth,False,F/88/S,TRAPPIST-1e
0485_01,Europa,False,B/17/S,55 Cancri e
0487_01,Europa,,C/19/S,TRAPPIST-1e
0488_01,Earth,True,G/76/P,PSO J318.5-22
0490_01,Earth,True,G/71/S,TRAPPIST-1e
0498_01,Europa,True,,55 Cancri e
0498_02,Europa,True,B/18/S,55 Cancri e
0499_01,Mars,True,F/89/S,55 Cancri e
0499_02,Mars,False,E/29/S,TRAPPIST-1e
0500_01,Mars,False,D/19/P,55 Cancri e
0501_01,Europa,False,E/32/P,TRAPPIST-1e
0502_01,Mars,False,,TRAPPIST-1e
0503_01,Mars,False,F/90/S,TRAPPIST-1e
0503_02,Mars,False,F/90/S,TRAPPIST-1e
0503_03,Mars,False,E/31/S,TRAPPIST-1e
0504_01,Europa,True,B/19/S,55 Cancri e
0504_02,Europa,True,B/19/S,55 Cancri e
0504_03,Europa,True,B/19/S,
0504_04,Europa,False,B/19/S,TRAPPIST-1e
0504_05,Europa,True,B/19/S,55 Cancri e
0504_06,,True,B/19/S,55 Cancri e
0506_01,Mars,True,F/91/S,TRAPPIST-1e
0507_01,Earth,False,G/74/S,TRAPPIST-1e
0510_01,Europa,False,C/16/P,TRAPPIST-1e
0512_01,Europa,False,D/18/S,55 Cancri e
0512_02,Europa,True,D/18/S,TRAPPIST-1e
0513_01,Earth,True,G/78/P,PSO J318.5-22
0515_01,Europa,True,B/20/S,TRAPPIST-1e
0516_01,Europa,False,A/6/S,55 Cancri e
0517_01,Earth,False,F/109/P,TRAPPIST-1e
0518_01,,True,F/92/S,TRAPPIST-1e
0519_01,Earth,True,G/77/S,TRAPPIST-1e
0520_01,Earth,False,G/78/S,TRAPPIST-1e
0521_01,Earth,False,E/32/S,TRAPPIST-1e
0522_01,Earth,False,E/33/P,TRAPPIST-1e
0523_01,Earth,False,E/33/S,TRAPPIST-1e
0525_01,Earth,True,,TRAPPIST-1e
0527_01,Mars,False,F/93/S,55 Cancri e
0527_02,Mars,True,F/93/S,TRAPPIST-1e
0528_01,Europa,False,C/17/P,TRAPPIST-1e
0529_01,Earth,True,G/81/P,PSO J318.5-22
0531_01,Earth,True,G/82/P,55 Cancri e
0531_02,Earth,True,G/82/P,55 Cancri e
0533_01,Mars,False,D/21/P,TRAPPIST-1e
0534_01,Europa,False,B/23/P,TRAPPIST-1e
0534_02,Europa,False,B/23/P,TRAPPIST-1e
0537_01,Earth,False,G/83/P,TRAPPIST-1e
0538_01,Earth,False,F/110/P,TRAPPIST-1e
0539_01,Europa,True,C/18/P,TRAPPIST-1e
0539_02,Europa,True,C/18/P,55 Cancri e
0539_03,,True,C/18/P,55 Cancri e
0539_04,Europa,True,C/18/P,TRAPPIST-1e
0539_05,Europa,False,C/18/P,TRAPPIST-1e
0540_01,Mars,True,F/95/S,TRAPPIST-1e
0540_02,,False,F/95/S,TRAPPIST-1e
0542_01,Earth,False,G/84/P,TRAPPIST-1e
0545_01,Earth,False,F/111/P,TRAPPIST-1e
0546_01,Earth,False,F/96/S,55 Cancri e
0547_01,Earth,False,F/97/S,TRAPPIST-1e
0548_01,Earth,False,E/36/S,TRAPPIST-1e
0549_01,Mars,False,D/19/S,PSO J318.5-22
0549_02,Mars,True,F/98/S,TRAPPIST-1e
0550_01,Earth,False,F/99/S,TRAPPIST-1e
0551_01,Earth,False,G/80/S,TRAPPIST-1e
0552_01,Europa,True,C/21/S,55 Cancri e
0553_01,Europa,True,C/19/P,TRAPPIST-1e
0553_02,Europa,False,C/19/P,TRAPPIST-1e
